"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"POU3F1",6.93556033664156e-39,0.30669056877164,0.105,0.026,1.20241809556355e-34,"PC TCF7L2","POU3F1"
"TYMS1",1.5044305892133e-38,0.672989606078207,0.583,0.384,2.60823131251909e-34,"PC TCF7L2","TYMS"
"PARK71",5.49734349443548e-38,0.430570118127285,0.883,0.752,9.5307444163028e-34,"PC TCF7L2","PARK7"
"HIST2H2AC3",7.79537702939178e-38,0.784530752778783,0.363,0.196,1.35148451558565e-33,"PC TCF7L2","HIST2H2AC"
"BCL7C",1.34750397742214e-37,0.504023052393133,0.566,0.354,2.33616764565677e-33,"PC TCF7L2","BCL7C"
"RRAGD1",1.85828541766073e-37,0.356110607321609,0.122,0.035,3.2217094285984e-33,"PC TCF7L2","RRAGD"
"VDAC31",2.86355121677904e-37,0.459858852748073,0.769,0.596,4.96453874452983e-33,"PC TCF7L2","VDAC3"
"FLRT31",1.57078997834833e-36,0.498585372183893,0.428,0.237,2.72327858546251e-32,"PC TCF7L2","FLRT3"
"NAV2",1.76636172027891e-36,0.314379628266282,0.128,0.039,3.06234131444754e-32,"PC TCF7L2","NAV2"
"FAM172A3",2.40354119595989e-36,0.497221487466805,0.41,0.222,4.16701937143566e-32,"PC TCF7L2","FAM172A"
"MYL62",4.73242133193663e-36,0.422892984995987,0.891,0.748,8.20459886317853e-32,"PC TCF7L2","MYL6"
"ATP5IF1",1.09783842126998e-35,0.397557517993256,0.879,0.764,1.90332247095577e-31,"PC TCF7L2","ATP5IF1"
"BRD7",3.50576455998532e-35,0.52049900884431,0.578,0.381,6.07794401764654e-31,"PC TCF7L2","BRD7"
"NDUFS61",8.12606275539591e-35,0.429154942194483,0.833,0.694,1.40881549990299e-30,"PC TCF7L2","NDUFS6"
"SLITRK5",1.26587695275663e-34,0.351553332894528,0.145,0.048,2.19465087299417e-30,"PC TCF7L2","SLITRK5"
"CENPX1",1.78672570700777e-34,0.585711208106463,0.424,0.247,3.09764635823937e-30,"PC TCF7L2","CENPX"
"TAF101",1.90669580292726e-34,0.498969269800612,0.501,0.311,3.30563851353499e-30,"PC TCF7L2","TAF10"
"DYNLL11",2.62010451213272e-34,0.36394246760879,0.967,0.928,4.5424751926845e-30,"PC TCF7L2","DYNLL1"
"PON23",5.7889616569594e-34,0.535253572344968,0.368,0.201,1.00363228246705e-29,"PC TCF7L2","PON2"
"TXNL4A1",2.51267755725633e-33,0.422062647781768,0.742,0.558,4.3562290810153e-29,"PC TCF7L2","TXNL4A"
"SMIM19",6.94552775277497e-33,0.46273655659089,0.496,0.306,1.2041461464986e-28,"PC TCF7L2","SMIM19"
"YBX11",1.12644454567416e-32,0.301045254662795,0.955,0.867,1.95291690883529e-28,"PC TCF7L2","YBX1"
"GPX4",3.0836676990814e-32,0.36947935514435,0.919,0.827,5.34615468989742e-28,"PC TCF7L2","GPX4"
"MRPS211",8.88292871010427e-32,0.40932795756859,0.755,0.577,1.54003335047078e-27,"PC TCF7L2","MRPS21"
"RAN",1.03978817674765e-31,0.285736006822051,0.98,0.937,1.8026807620274e-27,"PC TCF7L2","RAN"
"PDCD5",2.69896600454845e-31,0.409027990462106,0.833,0.665,4.67919736208565e-27,"PC TCF7L2","PDCD5"
"METTL5",7.42521655321755e-31,0.435001291522534,0.409,0.238,1.28730979383133e-26,"PC TCF7L2","METTL5"
"ARL6IP41",8.2332282033754e-31,0.486255902773918,0.637,0.463,1.42739477361919e-26,"PC TCF7L2","ARL6IP4"
"XRCC51",8.55444391247311e-31,0.42762475049401,0.763,0.592,1.48308394110546e-26,"PC TCF7L2","XRCC5"
"SPATS2L1",2.10693902975235e-30,0.432947660312615,0.325,0.171,3.65280019588166e-26,"PC TCF7L2","SPATS2L"
"HSD17B8",2.15562684339057e-30,0.355788730821659,0.148,0.054,3.73721025838622e-26,"PC TCF7L2","HSD17B8"
"ZFPM1",8.13543542651071e-30,0.442163704322926,0.396,0.226,1.41044043989416e-25,"PC TCF7L2","ZFPM1"
"ZFHX31",1.06867395258883e-29,0.3978083121431,0.309,0.16,1.85276003160326e-25,"PC TCF7L2","ZFHX3"
"HMGB12",1.12852654250987e-29,0.286689836728962,0.977,0.94,1.95652646674936e-25,"PC TCF7L2","HMGB1"
"NDUFA121",1.660142219682e-29,0.419462589733928,0.769,0.606,2.87818856626268e-25,"PC TCF7L2","NDUFA12"
"RDM11",2.74743255064249e-29,0.44840296126999,0.318,0.171,4.76322381304888e-25,"PC TCF7L2","RDM1"
"FTL1",3.80717985176537e-29,0.319386264901286,0.95,0.866,6.60050770900562e-25,"PC TCF7L2","FTL"
"PCBD1",4.25105190302743e-29,0.448094017460278,0.641,0.465,7.37004868427866e-25,"PC TCF7L2","PCBD1"
"SEC61B2",5.31475620218156e-29,0.368393264671182,0.855,0.725,9.21419282772217e-25,"PC TCF7L2","SEC61B"
"PHB",6.80277935304078e-29,0.408801013434064,0.7,0.522,1.17939785643668e-24,"PC TCF7L2","PHB"
"POLR2D",2.45901576391136e-28,0.438234410810125,0.615,0.441,4.26319562989313e-24,"PC TCF7L2","POLR2D"
"GTF2H5",6.34722627789362e-28,0.383045059605926,0.8,0.654,1.10041861979842e-23,"PC TCF7L2","GTF2H5"
"ZIC41",6.96498118023328e-28,0.344506770971147,0.423,0.246,1.20751878721704e-23,"PC TCF7L2","ZIC4"
"PSMB11",1.3457721521438e-27,0.351752819347494,0.863,0.721,2.3331651801717e-23,"PC TCF7L2","PSMB1"
"ANP32B3",2.17826086593372e-27,0.371700305561702,0.83,0.715,3.77645086326929e-23,"PC TCF7L2","ANP32B"
"PPA1",2.42081443774094e-27,0.387732001410536,0.748,0.58,4.19696599071147e-23,"PC TCF7L2","PPA1"
"ARL21",3.05029555608397e-27,0.481192073027563,0.567,0.4,5.28829740558277e-23,"PC TCF7L2","ARL2"
"LSM31",3.48502287375066e-27,0.370208565151612,0.788,0.67,6.04198415622152e-23,"PC TCF7L2","LSM3"
"JAG1",4.74035346421517e-27,0.344069152827721,0.147,0.057,8.21835080090984e-23,"PC TCF7L2","JAG1"
"BOLA31",4.92658099495153e-27,0.409367417029436,0.37,0.216,8.54121347094746e-23,"PC TCF7L2","BOLA3"
"MRPL57",7.44931325218406e-27,0.396656156139251,0.751,0.592,1.29148743853115e-22,"PC TCF7L2","MRPL57"
"LHX91",7.82624361868764e-27,0.346156730244562,0.129,0.047,1.35683585617188e-22,"PC TCF7L2","LHX9"
"PWP1",1.31170235911974e-26,0.417512829445701,0.384,0.225,2.2740983800059e-22,"PC TCF7L2","PWP1"
"SNRPD31",1.47255009715024e-26,0.338249159623233,0.865,0.742,2.55296010342937e-22,"PC TCF7L2","SNRPD3"
"DNAJC191",1.96433846482154e-26,0.402216071232794,0.677,0.514,3.4055735964611e-22,"PC TCF7L2","DNAJC19"
"MAML2",3.21171555797056e-26,0.342402966564322,0.126,0.046,5.56815126285355e-22,"PC TCF7L2","MAML2"
"GPX12",4.66650732148096e-26,0.431352373393075,0.429,0.266,8.09032374325153e-22,"PC TCF7L2","GPX1"
"CTNNAL1",4.984924467685e-26,0.390117217114069,0.513,0.343,8.64236354962549e-22,"PC TCF7L2","CTNNAL1"
"DNLZ",1.19390876474747e-25,0.414349702646012,0.311,0.173,2.06987962544268e-21,"PC TCF7L2","DNLZ"
"PDIA61",2.49419398431684e-25,0.435501856900432,0.724,0.561,4.32418411061011e-21,"PC TCF7L2","PDIA6"
"KRT101",2.96874447087075e-25,0.413919465000021,0.678,0.515,5.14691228914862e-21,"PC TCF7L2","KRT10"
"MRPS23",7.13297944114222e-25,0.429130360630157,0.461,0.303,1.23664464571083e-20,"PC TCF7L2","MRPS23"
"MRPL36",7.67915492714119e-25,0.395296440550329,0.591,0.423,1.33133508971847e-20,"PC TCF7L2","MRPL36"
"PRKDC",1.34001772302157e-24,0.412465958222922,0.712,0.563,2.3231887264025e-20,"PC TCF7L2","PRKDC"
"HINT2",2.55531411001049e-24,0.418844458377547,0.639,0.482,4.43014807252519e-20,"PC TCF7L2","HINT2"
"ATOX11",3.89243677974126e-24,0.375497794373807,0.732,0.56,6.74831764503743e-20,"PC TCF7L2","ATOX1"
"IGDCC32",4.28781321120243e-24,0.359201201862098,0.258,0.131,7.43378176426165e-20,"PC TCF7L2","IGDCC3"
"POLR3K",9.06829986434714e-24,0.402937997036857,0.487,0.322,1.57217114748186e-19,"PC TCF7L2","POLR3K"
"GPX8",1.34324359739415e-23,0.438299009535939,0.354,0.214,2.32878142480224e-19,"PC TCF7L2","GPX8"
"SEPTIN101",1.57252252820759e-23,0.400557569615808,0.452,0.294,2.72628230715349e-19,"PC TCF7L2","SEPTIN10"
"SRM",2.64845384411904e-23,0.371330362602013,0.538,0.363,4.59162442954918e-19,"PC TCF7L2","SRM"
"PDCD2",5.13798117023997e-23,0.384701623566233,0.453,0.29,8.90771795484504e-19,"PC TCF7L2","PDCD2"
"GNG5",7.6340955027721e-23,0.305863350495578,0.898,0.82,1.3235231373156e-18,"PC TCF7L2","GNG5"
"LRRC171",8.75398013834318e-23,0.289305059526843,0.166,0.073,1.51767753658456e-18,"PC TCF7L2","LRRC17"
"SEM11",1.29426712050722e-22,0.300369184960146,0.859,0.74,2.24387090682337e-18,"PC TCF7L2","SEM1"
"PPIB1",1.41513670090915e-22,0.334520936354365,0.807,0.665,2.45342249836619e-18,"PC TCF7L2","PPIB"
"ELP6",6.65151981052248e-22,0.31822435413326,0.237,0.123,1.15317398955028e-17,"PC TCF7L2","ELP6"
"SEMA5B",7.97189916426465e-22,0.259141329966349,0.107,0.04,1.38208815810856e-17,"PC TCF7L2","SEMA5B"
"GLOD4",9.79727705931899e-22,0.352547293669133,0.341,0.203,1.69855392377413e-17,"PC TCF7L2","GLOD4"
"RND31",1.14419309009902e-21,0.357665235260461,0.338,0.198,1.98368756030467e-17,"PC TCF7L2","RND3"
"LOC1146776713",1.17693959372062e-21,0.595908581030563,0.534,0.383,2.04046017363345e-17,"PC TCF7L2","LOC114677671"
"PRDX42",1.66880858922924e-21,0.367283693634533,0.593,0.438,2.89321345114674e-17,"PC TCF7L2","PRDX4"
"AKR1B11",1.79293879034046e-21,0.353361129680754,0.572,0.406,3.10841798081325e-17,"PC TCF7L2","AKR1B1"
"YBX32",2.05441963394535e-21,0.386863332422181,0.344,0.209,3.56174731937105e-17,"PC TCF7L2","YBX3"
"CEP1121",3.80737358430096e-21,0.354516416896851,0.167,0.079,6.60084358310258e-17,"PC TCF7L2","CEP112"
"DNAJA21",3.85013354983543e-21,0.321715909114041,0.334,0.197,6.67497653534968e-17,"PC TCF7L2","DNAJA2"
"UBE2I",3.90570053560404e-21,0.286466640547674,0.839,0.704,6.77131301857673e-17,"PC TCF7L2","UBE2I"
"FH",4.40418953518325e-21,0.350126141164612,0.297,0.171,7.6355433971472e-17,"PC TCF7L2","FH"
"MTMR2",5.35378810195229e-21,0.286398768563797,0.134,0.056,9.28186243235468e-17,"PC TCF7L2","MTMR2"
"GSTA4",5.92299848537453e-21,0.410115125746375,0.414,0.274,1.02687024740938e-16,"PC TCF7L2","GSTA4"
"OLA1",7.48648629476917e-21,0.379731707332228,0.557,0.403,1.29793212892413e-16,"PC TCF7L2","OLA1"
"MGST31",1.63239572720285e-20,0.296157050298794,0.796,0.653,2.83008447225158e-16,"PC TCF7L2","MGST3"
"TXNL1",1.63983881435087e-20,0.314787665200198,0.661,0.49,2.8429885524401e-16,"PC TCF7L2","TXNL1"
"RFC4",1.70616743705419e-20,0.352702783247341,0.429,0.276,2.95798248562085e-16,"PC TCF7L2","RFC4"
"SNRPD11",2.01013597968436e-20,0.285979941576404,0.853,0.759,3.48497274797877e-16,"PC TCF7L2","SNRPD1"
"CSTB2",2.10960009016316e-20,0.310499959616454,0.809,0.665,3.65741367631586e-16,"PC TCF7L2","CSTB"
"AVEN",2.8754671209867e-20,0.31111836593513,0.207,0.105,4.98519734765464e-16,"PC TCF7L2","AVEN"
"COX5A",3.18402744069965e-20,0.292757055597421,0.846,0.739,5.52014837394098e-16,"PC TCF7L2","COX5A"
"OLFM1",3.43944273281222e-20,0.410954465301471,0.248,0.138,5.96296186587654e-16,"PC TCF7L2","OLFM1"
"NDUFB10",3.81819367292446e-20,0.316869748513807,0.81,0.676,6.61960237074914e-16,"PC TCF7L2","NDUFB10"
"MLF11",4.03783835366956e-20,0.353987184086547,0.396,0.252,7.00040035375692e-16,"PC TCF7L2","MLF1"
"MYL6B",4.11200684709996e-20,0.349547065452168,0.734,0.581,7.1289862708172e-16,"PC TCF7L2","MYL6B"
"CYTL1",4.3713741109934e-20,0.308746829642225,0.18,0.088,7.57865129622925e-16,"PC TCF7L2","CYTL1"
"YWHAB",4.4269204272159e-20,0.3198941204211,0.787,0.645,7.67495194466421e-16,"PC TCF7L2","YWHAB"
"ODC11",4.50912118732049e-20,0.270243076522789,0.85,0.694,7.81746340245753e-16,"PC TCF7L2","ODC1"
"PSAT1",5.41491253402486e-20,0.36159859325646,0.435,0.291,9.38783386023889e-16,"PC TCF7L2","PSAT1"
"TMSB15B",6.14028229470947e-20,0.315620861186894,0.757,0.62,1.06454074143378e-15,"PC TCF7L2","TMSB15B"
"VPS25",7.77296705604088e-20,0.372497593034436,0.42,0.278,1.34759929850581e-15,"PC TCF7L2","VPS25"
"PSMB61",1.17068506680125e-19,0.318366175927093,0.842,0.737,2.02961670031333e-15,"PC TCF7L2","PSMB6"
"HYPK1",1.19404992030593e-19,0.351494316544374,0.732,0.591,2.07012434683439e-15,"PC TCF7L2","HYPK"
"DNAJA11",1.36336467820036e-19,0.255043076664822,0.834,0.706,2.36366534259596e-15,"PC TCF7L2","DNAJA1"
"MAGEF11",1.38457796129283e-19,0.321302662461423,0.575,0.409,2.40044281149337e-15,"PC TCF7L2","MAGEF1"
"CCDC82",1.57209036829886e-19,0.317007435989503,0.24,0.131,2.72553307151974e-15,"PC TCF7L2","CCDC82"
"HNRNPDL1",1.88401632769579e-19,0.26191615950095,0.927,0.87,3.2663191073262e-15,"PC TCF7L2","HNRNPDL"
"ILF2",1.88973160480744e-19,0.345177722231808,0.666,0.506,3.27622768325466e-15,"PC TCF7L2","ILF2"
"TMEM126A",2.25281095083516e-19,0.319008155136114,0.501,0.341,3.90569834546291e-15,"PC TCF7L2","TMEM126A"
"LDHB",2.58858272419332e-19,0.304101099211428,0.295,0.171,4.48782586893396e-15,"PC TCF7L2","LDHB"
"NGLY1",3.65927906479767e-19,0.324238518616126,0.221,0.118,6.34409211463973e-15,"PC TCF7L2","NGLY1"
"HIKESHI1",5.70877747579451e-19,0.325081819968534,0.68,0.522,9.89730750978494e-15,"PC TCF7L2","HIKESHI"
"AP1AR",6.07957246545927e-19,0.258463581643648,0.105,0.042,1.05401547833667e-14,"PC TCF7L2","AP1AR"
"MAGOHB1",8.22654779224281e-19,0.360515801485554,0.504,0.353,1.42623659074114e-14,"PC TCF7L2","MAGOHB"
"GCA",9.23241767893101e-19,0.326297897051468,0.208,0.111,1.60062425299627e-14,"PC TCF7L2","GCA"
"CDC261",1.14099295103197e-18,0.340778045612264,0.486,0.335,1.97813947920413e-14,"PC TCF7L2","CDC26"
"RNASEH2A",1.16636408661465e-18,0.35200178964145,0.454,0.311,2.02212541696382e-14,"PC TCF7L2","RNASEH2A"
"AP1S23",1.2934868914917e-18,0.30818639053806,0.48,0.322,2.24251822377916e-14,"PC TCF7L2","AP1S2"
"GSTM31",1.37344357280422e-18,0.307747506487901,0.668,0.512,2.38113912217068e-14,"PC TCF7L2","GSTM3"
"HDDC2",1.57726646371157e-18,0.354578485924101,0.28,0.165,2.73450686813675e-14,"PC TCF7L2","HDDC2"
"ALYREF1",1.60640329215036e-18,0.333825254165719,0.329,0.203,2.78502138760108e-14,"PC TCF7L2","ALYREF"
"DLG1",2.03022493702691e-18,0.264246580167068,0.138,0.063,3.51980097332356e-14,"PC TCF7L2","DLG1"
"COTL15",2.130554058776e-18,0.37017056258124,0.337,0.214,3.69374157169995e-14,"PC TCF7L2","COTL1"
"MRPS26",2.57243095937999e-18,0.328825982779,0.66,0.515,4.45982355427709e-14,"PC TCF7L2","MRPS26"
"CENPH1",2.91123332921527e-18,0.309696046409347,0.226,0.124,5.04720522286052e-14,"PC TCF7L2","CENPH"
"PRDX6",3.41140527403752e-18,0.262375053237078,0.798,0.667,5.91435332359886e-14,"PC TCF7L2","PRDX6"
"LSM61",4.45688850793214e-18,0.283843361041317,0.76,0.602,7.72690760620195e-14,"PC TCF7L2","LSM6"
"ISYNA13",4.52589227354592e-18,0.345076308427888,0.615,0.462,7.84653943464656e-14,"PC TCF7L2","ISYNA1"
"SOCS2",7.6575746042293e-18,0.258338587378096,0.105,0.043,1.32759370913523e-13,"PC TCF7L2","SOCS2"
"UCHL3",1.38086229154514e-17,0.333112071128442,0.363,0.235,2.39400095485181e-13,"PC TCF7L2","UCHL3"
"SSBP11",1.4800823596852e-17,0.282724258151394,0.674,0.521,2.56601878698624e-13,"PC TCF7L2","SSBP1"
"TMEM230",1.61810476553489e-17,0.329708960770319,0.572,0.431,2.80530823200784e-13,"PC TCF7L2","TMEM230"
"GGCT",1.72858348410031e-17,0.281182247748576,0.172,0.086,2.99684518638471e-13,"PC TCF7L2","GGCT"
"RRM22",1.79313706354825e-17,0.356030414214112,0.389,0.258,3.1087617270736e-13,"PC TCF7L2","RRM2"
"HNRNPAB2",1.87464851135261e-17,0.302204936035301,0.698,0.554,3.25007812413201e-13,"PC TCF7L2","HNRNPAB"
"NAA381",1.91914311093199e-17,0.331497298740159,0.628,0.491,3.32721841142279e-13,"PC TCF7L2","NAA38"
"CBX5",2.04841634989666e-17,0.317927707916702,0.625,0.478,3.55133942581585e-13,"PC TCF7L2","CBX5"
"PPM1G",2.07308655073025e-17,0.283692101505061,0.671,0.516,3.59411015300104e-13,"PC TCF7L2","PPM1G"
"ATP5MC11",2.80245379762725e-17,0.333127435136815,0.675,0.538,4.85861414894636e-13,"PC TCF7L2","ATP5MC1"
"NCBP2",2.84379854972253e-17,0.292426546912973,0.745,0.613,4.93029354565395e-13,"PC TCF7L2","NCBP2"
"GLI2",3.22056383800681e-17,0.2689094727494,0.122,0.054,5.5834915259524e-13,"PC TCF7L2","GLI2"
"SRRM2",3.35834455927449e-17,0.288776918839961,0.803,0.668,5.82236196241418e-13,"PC TCF7L2","SRRM2"
"NAE11",4.1541503027991e-17,0.333332136423347,0.533,0.383,7.20205037996279e-13,"PC TCF7L2","NAE1"
"RBM8A",4.1747369601609e-17,0.289575337526936,0.742,0.616,7.23774146783095e-13,"PC TCF7L2","RBM8A"
"CCDC85B2",4.54254440123903e-17,0.314161604182161,0.32,0.199,7.8754092284281e-13,"PC TCF7L2","CCDC85B"
"MED4",5.05118991314761e-17,0.348227567661213,0.414,0.28,8.75724795242401e-13,"PC TCF7L2","MED4"
"THOC71",5.54490931951176e-17,0.319233203426225,0.57,0.43,9.61320928723754e-13,"PC TCF7L2","THOC7"
"DCTPP1",5.84219419780426e-17,0.358708389883104,0.518,0.377,1.01286120807332e-12,"PC TCF7L2","DCTPP1"
"TMOD3",6.51252283533412e-17,0.318912725877284,0.265,0.158,1.12907608396188e-12,"PC TCF7L2","TMOD3"
"PSIP1",6.55928515405947e-17,0.271766888086992,0.808,0.685,1.13718326715929e-12,"PC TCF7L2","PSIP1"
"SQLE2",6.89387310701125e-17,0.316012288228909,0.56,0.411,1.19519078056254e-12,"PC TCF7L2","SQLE"
"SYT11",8.4918465246694e-17,0.324650876976671,0.226,0.127,1.47223143198193e-12,"PC TCF7L2","SYT1"
"NDUFB111",8.69952883279318e-17,0.297863736220307,0.716,0.573,1.50823731374135e-12,"PC TCF7L2","NDUFB11"
"CD811",9.30470931034108e-17,0.280375630252091,0.678,0.514,1.61315745313383e-12,"PC TCF7L2","CD81"
"EIF4A3",1.05683081659016e-16,0.285460481591111,0.534,0.38,1.83222758672236e-12,"PC TCF7L2","EIF4A3"
"TBPL1",1.1975966311408e-16,0.286237477109362,0.302,0.184,2.07627327940881e-12,"PC TCF7L2","TBPL1"
"MSMO11",1.62481243713689e-16,0.31371295774856,0.441,0.299,2.81693732226423e-12,"PC TCF7L2","MSMO1"
"NT5C3B",2.096865918199e-16,0.340567623710412,0.521,0.382,3.63533644238161e-12,"PC TCF7L2","NT5C3B"
"ARMC101",2.21472310176896e-16,0.304584651872987,0.353,0.229,3.83966544153685e-12,"PC TCF7L2","ARMC10"
"DTD1",2.34204787672527e-16,0.304822375595365,0.442,0.302,4.06040840387859e-12,"PC TCF7L2","DTD1"
"UQCRQ2",2.82899942589088e-16,0.271283696945475,0.805,0.676,4.90463630466701e-12,"PC TCF7L2","UQCRQ"
"MLEC",5.79885607194834e-16,0.308760252816301,0.569,0.426,1.00534767719368e-11,"PC TCF7L2","MLEC"
"BTBD171",6.11957999319414e-16,0.298616312023265,0.286,0.175,1.06095158342007e-11,"PC TCF7L2","BTBD17"
"PSMA21",8.94607493757608e-16,0.256548723924868,0.865,0.778,1.55098101192757e-11,"PC TCF7L2","PSMA2"
"CD632",9.0833520994083e-16,0.259447386556139,0.825,0.686,1.57478075347442e-11,"PC TCF7L2","CD63"
"NT5C",9.15294216557299e-16,0.334111670191816,0.497,0.362,1.58684558324539e-11,"PC TCF7L2","NT5C"
"LMAN11",9.76173919383322e-16,0.274198243450861,0.466,0.322,1.69239272403486e-11,"PC TCF7L2","LMAN1"
"RER11",1.00454486807045e-15,0.310695251642707,0.484,0.35,1.74157943777374e-11,"PC TCF7L2","RER1"
"COMMD11",1.03701334203273e-15,0.307687047102993,0.453,0.32,1.79787003108215e-11,"PC TCF7L2","COMMD1"
"CCDC59",1.11279419795794e-15,0.294034240188576,0.357,0.235,1.92925130099969e-11,"PC TCF7L2","CCDC59"
"TXNDC17",1.4696650577242e-15,0.316403044860501,0.33,0.214,2.54795831057645e-11,"PC TCF7L2","TXNDC17"
"AASDHPPT",1.53674854883431e-15,0.300244060454265,0.307,0.193,2.66426095911404e-11,"PC TCF7L2","AASDHPPT"
"CDV3",1.77586104260682e-15,0.312880042436728,0.452,0.313,3.07881028956745e-11,"PC TCF7L2","CDV3"
"PPIH",1.8648288388026e-15,0.309761732733629,0.431,0.302,3.23305375783207e-11,"PC TCF7L2","PPIH"
"MPC2",1.91021287804461e-15,0.298350591552485,0.451,0.317,3.31173606666594e-11,"PC TCF7L2","MPC2"
"ENY21",1.95260338545371e-15,0.267033843617699,0.777,0.647,3.3852284893611e-11,"PC TCF7L2","ENY2"
"NME31",2.27536065213212e-15,0.313640817517512,0.544,0.399,3.94479276260146e-11,"PC TCF7L2","NME3"
"RBFA",2.41403238364241e-15,0.309292258508781,0.601,0.466,4.18520794352085e-11,"PC TCF7L2","RBFA"
"EIF4EBP1",2.45495448907413e-15,0.315387547558927,0.333,0.217,4.25615459770782e-11,"PC TCF7L2","EIF4EBP1"
"B3GALT6",2.45887710840405e-15,0.272043110796901,0.293,0.181,4.2629552428401e-11,"PC TCF7L2","B3GALT6"
"POLR2I",2.54990775054974e-15,0.303584247185698,0.666,0.54,4.42077506712808e-11,"PC TCF7L2","POLR2I"
"EID2",2.55797008873456e-15,0.292237322501183,0.31,0.198,4.43475274283911e-11,"PC TCF7L2","EID2"
"CLEC11A",3.15969453121749e-15,0.278765828942488,0.182,0.1,5.47796240877177e-11,"PC TCF7L2","CLEC11A"
"RNF130",3.41404440270594e-15,0.286211957103998,0.491,0.35,5.91892878097128e-11,"PC TCF7L2","RNF130"
"CNIH41",3.62741139144046e-15,0.292382563312622,0.568,0.427,6.28884312934032e-11,"PC TCF7L2","CNIH4"
"MALSU1",3.76819076953975e-15,0.280005671590605,0.372,0.247,6.53291233715106e-11,"PC TCF7L2","MALSU1"
"CYB5A1",4.16709654137311e-15,0.298824807664965,0.329,0.213,7.22449527377855e-11,"PC TCF7L2","CYB5A"
"RAC3",4.36087637937148e-15,0.29227815175369,0.214,0.123,7.56045137891634e-11,"PC TCF7L2","RAC3"
"RCN12",4.46976481262773e-15,0.317525903792514,0.523,0.388,7.7492312556527e-11,"PC TCF7L2","RCN1"
"PGP",4.72990908752282e-15,0.306055278600814,0.338,0.224,8.20024338503831e-11,"PC TCF7L2","PGP"
"MRPS34",4.95214665163606e-15,0.334932168619104,0.428,0.302,8.58553664994143e-11,"PC TCF7L2","MRPS34"
"DNPH1",5.31176965086651e-15,0.307725454740689,0.271,0.167,9.20901504370728e-11,"PC TCF7L2","DNPH1"
"URI1",5.8966837770243e-15,0.2802833637889,0.465,0.328,1.0223080664227e-10,"PC TCF7L2","URI1"
"CHMP2A1",7.13060667806517e-15,0.300939795531018,0.531,0.394,1.23623327977616e-10,"PC TCF7L2","CHMP2A"
"RHOQ1",7.20267686263553e-15,0.283199442820683,0.168,0.09,1.24872808767512e-10,"PC TCF7L2","RHOQ"
"MBD2",7.40566161593942e-15,0.260428527422721,0.298,0.187,1.28391955435542e-10,"PC TCF7L2","MBD2"
"CHCHD101",8.40280746831536e-15,0.293931726470901,0.344,0.228,1.45679473078183e-10,"PC TCF7L2","CHCHD10"
"RBX1",1.02011248427054e-14,0.250714965824747,0.879,0.781,1.76856901397983e-10,"PC TCF7L2","RBX1"
"MCTS1",1.09620066454026e-14,0.269522218342212,0.408,0.277,1.90048309211345e-10,"PC TCF7L2","MCTS1"
"NUDT11",1.20075593006413e-14,0.284725639957002,0.48,0.346,2.08175055595218e-10,"PC TCF7L2","NUDT1"
"REXO2",1.30621947694311e-14,0.260394931880981,0.193,0.107,2.26459270717627e-10,"PC TCF7L2","REXO2"
"IMMP1L2",1.3107202402731e-14,0.316780657861441,0.423,0.299,2.27239568056148e-10,"PC TCF7L2","IMMP1L"
"GPM6B1",2.2817650383695e-14,0.284431841134637,0.467,0.332,3.95589604702121e-10,"PC TCF7L2","GPM6B"
"ATP5F1D1",2.28739311939559e-14,0.254581363897864,0.773,0.642,3.96565345109613e-10,"PC TCF7L2","ATP5F1D"
"NUDT2",2.30085977819605e-14,0.26976403740862,0.25,0.152,3.98900059745849e-10,"PC TCF7L2","NUDT2"
"PRKAR2A",2.53005353444571e-14,0.263784480435726,0.24,0.144,4.38635381266853e-10,"PC TCF7L2","PRKAR2A"
"ARID5B2",3.19208985008331e-14,0.339956361754167,0.207,0.121,5.53412617308943e-10,"PC TCF7L2","ARID5B"
"NXT1",4.57069007360067e-14,0.294581332199486,0.331,0.221,7.92420538060148e-10,"PC TCF7L2","NXT1"
"HRAS",5.16542437491749e-14,0.254845146753767,0.314,0.202,8.95529623879446e-10,"PC TCF7L2","HRAS"
"SURF2",5.27373067145501e-14,0.293277059008611,0.284,0.181,9.14306686510155e-10,"PC TCF7L2","SURF2"
"GTF3C6",5.30157302223038e-14,0.256552466845199,0.695,0.559,9.1913371486408e-10,"PC TCF7L2","GTF3C6"
"FLYWCH2",1.08429250207796e-13,0.280983752718366,0.37,0.252,1.87983791085255e-09,"PC TCF7L2","FLYWCH2"
"MTX2",1.14644366043236e-13,0.290337571330551,0.308,0.203,1.98758937409159e-09,"PC TCF7L2","MTX2"
"GSTZ11",1.14759758651889e-13,0.293640702593304,0.42,0.297,1.98958993574781e-09,"PC TCF7L2","GSTZ1"
"EIF2S1",1.1992158027872e-13,0.261797138224195,0.305,0.196,2.07908043729216e-09,"PC TCF7L2","EIF2S1"
